    1    1   -14.
   12    1     1.
   19    1     6.
    2    2    10.
    6    2    -7.
    3    3    15.
   12    3     6.
   21    3    -3.
   22    3    -1.
    2    4     8.
    4    4    16.
   23    4     5.
   27    4    -7.
    5    5     5.
   13    5     3.
   15    5    -6.
   16    5     8.
   19    5     3.
   20    5    -6.
   23    5     3.
    1    6     8.
    6    6     3.
    7    6     1.
    2    7    -2.
    4    7     1.
    7    7   -18.
   12    7     7.
   20    7     2.
    5    8    -1.
    6    8    -7.
    7    8    -7.
    8    8     4.
   11    8     4.
   15    8     5.
   18    8     6.
   19    8     6.
   26    8     3.
    1    9    -6.
    9    9   -10.
   12    9    -6.
   13    9    -4.
   18    9    -7.
   24    9    -5.
    4   10     4.
    5   10     6.
    7   10    -7.
   10   10    -3.
   24   10     2.
   25   10     7.
   11   11     1.
   17   11    -4.
   20   11    -8.
    2   12    -2.
    8   12    -4.
   12   12    17.
   14   12     5.
   18   12     1.
   13   13    -1.
   20   13     4.
   24   13     4.
    5   14    -4.
   14   14     5.
   20   14    -6.
   22   14     2.
    3   15     3.
   10   15    -2.
   15   15    -6.
   27   15    -8.
    3   16     4.
   15   16    -7.
   16   16     4.
   17   16     5.
   24   16    -7.
    5   17     6.
   17   17    -4.
   18   17    -3.
   23   17    -6.
    3   18    -7.
    7   18     8.
    9   18    -8.
   18   18    10.
    3   19    -2.
    7   19     5.
   12   19    -7.
   13   19     6.
   19   19     5.
   20   19     5.
   22   19     7.
    4   20    -8.
    9   20     2.
   10   20     1.
   17   20     5.
   18   20     7.
   19   20     5.
   20   20     8.
   25   20    -8.
    4   21    -6.
   16   21    -3.
   21   21    -3.
   22   21    -5.
    2   22     6.
    4   22    -3.
   10   22     2.
   11   22     5.
   12   22     2.
   20   22    -3.
   22   22   -20.
    2   23    -8.
    3   23    -7.
    5   23    -4.
    6   23    -3.
   22   23     7.
   23   23     4.
   25   23     2.
   16   24    -1.
   23   24    -2.
   24   24    -4.
   12   25    -2.
   23   25    -5.
   25   25    11.
    7   26    -4.
   13   26     8.
   23   26    -3.
   25   26     6.
   26   26    -3.
   19   27     3.
   27   27   -15.
