    1    1     1.
    2    1     6.
    5    1     2.
    7    1     6.
    2    2     6.
    4    2     5.
   10    2    -5.
   15    2     8.
    3    3     2.
    8    3     1.
   15    3     6.
   18    3    -5.
    4    4     1.
    3    5    -8.
    5    5   -15.
    8    5    -3.
   13    5     7.
    6    6   -10.
   12    6     8.
   13    6     7.
   18    6    -4.
    3    7    -3.
    7    7    -2.
    8    7     6.
   11    7    -6.
   16    7     7.
    7    8    -8.
    8    8     3.
    3    9     3.
    5    9    -8.
    9    9     7.
    5   10    -2.
    6   10    -8.
   10   10     3.
   11   10    -7.
   17   10    -8.
    1   11    -2.
   11   11     9.
   12   11     8.
   14   11     2.
   15   11    -8.
    3   12    -8.
    4   12    -4.
   10   12     2.
   12   12    -8.
   15   12     8.
    1   13    -4.
    5   13     3.
    7   13     4.
    9   13     7.
   12   13    -8.
   13   13   -13.
   18   13     8.
    8   14    -7.
   14   14    -5.
   11   15    -4.
   13   15     1.
   15   15    -2.
   17   15    -8.
   18   15     2.
    3   16     6.
    6   16     3.
   16   16    -7.
    3   17     2.
   17   17    16.
   19   17    -6.
    1   18     1.
    6   18    -1.
   11   18     4.
   18   18     3.
   14   19     7.
   19   19    -6.
