    1    1    -7.
   16    1     3.
    2    2   -11.
   25    2    -6.
    3    3    -1.
    9    3    -2.
   21    3    -7.
    4    4     4.
    5    4    -2.
    6    4    -1.
   16    4     6.
   17    4    -2.
   30    4    -3.
    5    5   -14.
    6    5     7.
   10    5     7.
   14    5     6.
   25    5    -1.
    2    6     6.
    6    6   -14.
    9    6    -7.
   17    6    -6.
    7    7     4.
   14    7     2.
    2    8     5.
    8    8    11.
   13    8     1.
   19    8    -3.
   26    8     6.
    9    9     2.
   23    9     6.
   10   10    14.
   16   10    -7.
    5   11     4.
   11   11     6.
   22   11     4.
   24   11     4.
    8   12    -8.
   12   12     3.
   17   12    -4.
   13   13    -7.
   29   13    -8.
    5   14    -8.
    9   14    -8.
   13   14    -6.
   14   14   -19.
   21   14     7.
   11   15    -6.
   15   15     5.
   19   15     7.
    9   16     1.
   14   16     7.
   16   16     2.
   30   16    -5.
    1   17    -2.
    4   17     7.
   10   17     4.
   14   17    -4.
   17   17    24.
   21   17    -2.
   23   17    -2.
   30   17    -5.
   12   18    -4.
   18   18    -3.
   12   19    -3.
   17   19     8.
   18   19    -3.
   19   19     2.
   21   19     5.
   23   19     3.
   24   19     1.
   12   20    -6.
   16   20     3.
   20   20     5.
   23   20    -8.
   25   20    -7.
   29   20     4.
   12   21    -2.
   17   21     1.
   21   21    19.
   24   21    -1.
    3   22    -1.
   16   22     6.
   22   22     5.
   26   22    -5.
   28   22     8.
   17   23     4.
   19   23     2.
   22   23    -3.
   23   23     1.
   27   23    -6.
    4   24     3.
   17   24     5.
   24   24     4.
    6   25    -1.
   16   25     7.
   21   25     2.
   22   25     3.
   25   25    14.
   14   26    -7.
   20   26    -5.
   26   26    -9.
    8   27    -3.
   12   27     6.
   15   27    -5.
   26   27    -2.
   27   27    -6.
    1   28    -5.
   10   28     3.
   14   28    -5.
   22   28    -5.
   28   28     8.
   29   28    -5.
   29   29    -9.
   30   29    -2.
    6   30    -7.
    7   30    -4.
   23   30    -8.
   24   30    -2.
   30   30     5.
