    1    1     1.
    4    1    -8.
   19    1    -4.
    2    2    -6.
    5    2     2.
    7    2    -6.
   15    2     3.
   18    2     8.
   26    2     1.
    3    3     6.
   11    3     1.
   12    3    -4.
   19    3    -1.
   21    3    -1.
   23    3     3.
   27    3     4.
    4    4   -10.
   24    4     7.
    5    5     4.
   12    5    -2.
   19    5     4.
    6    6     1.
    8    6     8.
   13    6    -5.
   14    6    -3.
   25    6     4.
    7    7     3.
   24    7     3.
    3    8    -4.
    6    8    -2.
    8    8    -9.
    5    9     6.
    9    9     8.
   23    9     3.
   24    9     1.
   27    9     4.
    3   10     1.
    6   10    -8.
   10   10    -9.
   16   10    -8.
   22   10     6.
   28   10     7.
    5   11     5.
   11   11     2.
   22   11     4.
    4   12    -8.
   10   12    -1.
   12   12     3.
   13   12     3.
   16   12     1.
   18   12     4.
   21   12     1.
   24   12     4.
   25   12    -2.
    3   13    -3.
   13   13    14.
   16   13    -7.
   17   13     3.
   19   13    -5.
    2   14    -6.
    7   14    -8.
   14   14     8.
   15   14     5.
   17   14    -2.
   19   14     8.
   15   15    -1.
    6   16     3.
   16   16    -1.
   20   16     1.
    1   17    -1.
    3   17     6.
    7   17    -2.
    9   17     2.
   10   17     2.
   16   17     3.
   17   17    -1.
   18   17    -6.
   10   18     4.
   18   18    -1.
   23   18     3.
    6   19     4.
   11   19    -3.
   12   19     5.
   19   19    -4.
   23   19    -3.
   11   20    -3.
   13   20     7.
   20   20    -1.
   21   20     4.
    5   21    -1.
   18   21     3.
   21   21    -6.
    6   22    -3.
    8   22     7.
   10   22    -8.
   14   22     5.
   22   22    10.
   27   22     3.
   11   23     3.
   13   23     8.
   15   23    -2.
   23   23    -6.
    6   24     1.
    8   24    -8.
   24   24    12.
    9   25     6.
   18   25     4.
   25   25     2.
    4   26     5.
   12   26    -6.
   16   26     4.
   17   26     4.
   21   26     2.
   24   26    -3.
   26   26     1.
    4   27     5.
    5   27    -4.
    7   27    -3.
   15   27     1.
   26   27     6.
   27   27    -5.
   13   28     1.
   19   28    -8.
   26   28    -6.
   28   28    -7.
