    1    1    -9.
    8    1    -4.
   15    1     3.
    2    2     9.
    3    2    -3.
    4    2     3.
    7    2    -6.
   13    2    -5.
   16    2     6.
   22    2    -2.
   24    2    -5.
   29    2    -8.
    2    3     4.
    3    3    -5.
    6    3     2.
   10    3    -6.
   19    3     1.
   22    3     2.
   24    3    -5.
    4    4     4.
   16    4    -8.
   17    4    -5.
    5    5    -8.
    6    5     3.
    7    5     7.
    8    5    -2.
    6    6    -6.
   13    6     2.
   17    6    -2.
    6    7     2.
    7    7    14.
   11    7     7.
   28    7     5.
    1    8    -7.
    8    8   -10.
   11    8     4.
   12    8     2.
   14    8     7.
   19    8    -7.
    3    9    -1.
    9    9    13.
   11    9     8.
   16    9    -2.
   18    9    -2.
   25    9    -5.
   26    9    -2.
    2   10    -7.
    9   10     7.
   10   10    -6.
   15   10     5.
   18   10     8.
   21   10     6.
    5   11     1.
   11   11   -12.
    7   12    -8.
   12   12     9.
   16   12    -2.
   18   12     6.
   22   12     6.
   23   12    -6.
   25   12    -7.
    1   13     1.
    6   13    -3.
   10   13     4.
   13   13    -8.
   15   13     4.
   27   13     8.
   29   13    -6.
   14   14     5.
   22   14    -4.
   24   14     6.
   26   14    -5.
    7   15     1.
    8   15     2.
   15   15     2.
   18   15    -7.
   21   15    -5.
   26   15    -8.
    1   16    -3.
   16   16    -4.
   19   16     8.
   22   16    -3.
    2   17    -6.
    3   17    -4.
   17   17     2.
   23   17     6.
   26   17    -4.
    3   18    -6.
    5   18    -7.
    8   18    -2.
   10   18     1.
   18   18     1.
   20   18    -1.
   23   18     7.
   25   18     6.
   26   18    -3.
   27   18     1.
   11   19     1.
   18   19    -3.
   19   19     6.
   28   19    -7.
    3   20     3.
   13   20     5.
   20   20     1.
   23   20     5.
   24   20    -1.
   26   20     4.
   15   21     7.
   17   21     5.
   18   21    -5.
   21   21    -3.
    7   22     7.
    8   22     3.
   22   22     1.
   10   23     4.
   18   23    -6.
   23   23   -17.
    2   24     6.
   10   24     7.
   15   24    -1.
   23   24     8.
   24   24     4.
   28   24     6.
   29   24     5.
    4   25    -7.
   10   25     4.
   14   25    -3.
   16   25     2.
   19   25    -4.
   21   25     4.
   23   25     3.
   25   25    10.
   24   26     3.
   25   26    -8.
   26   26     1.
    7   27    -1.
    8   27     1.
    9   27     6.
   27   27    -9.
   14   28    -5.
   28   28    -8.
   12   29    -7.
   26   29     5.
   29   29     7.
