    1    1   -16.
    4    1    -2.
   12    1    -2.
   14    1    -4.
   20    1     6.
    2    2     9.
    5    2    -5.
    7    2     6.
   12    2    -6.
   22    2    -5.
   29    2     8.
    1    3    -4.
    3    3     4.
    4    3     4.
    6    3    -5.
   13    3     6.
   19    3    -5.
    2    4     2.
    4    4    -3.
   10    4    -1.
   17    4     7.
   19    4     1.
    5    5    -2.
   20    5     1.
   25    5     8.
    6    6   -17.
   18    6    -6.
    4    7    -6.
    7    7    -2.
   10    7     1.
   12    7    -6.
   25    7     7.
    8    8    -1.
    9    8     7.
   11    8     1.
   25    8     7.
    1    9     4.
    4    9    -4.
    5    9     6.
    9    9     7.
   16    9    -1.
   22    9    -1.
    2   10    -2.
    5   10     2.
   10   10    12.
   17   10     6.
   28   10     5.
    7   11     1.
   11   11     7.
    4   12    -1.
    8   12     1.
   12   12     4.
    2   13     4.
    6   13    -3.
    9   13    -3.
   11   13     2.
   13   13    11.
   17   13    -1.
    2   14    -5.
    4   14     7.
   13   14     5.
   14   14    -4.
   20   14     7.
   24   14    -5.
    1   15     6.
    2   15     7.
    4   15    -4.
   10   15     8.
   15   15   -14.
   21   15     4.
    1   16     6.
    5   16     2.
    6   16    -6.
   15   16     8.
   16   16    11.
   21   16     3.
   25   16     5.
   26   16     2.
   29   16     1.
    1   17     6.
    7   17     8.
   11   17     3.
   16   17    -5.
   17   17     9.
   18   17    -2.
   25   17    -5.
   12   18     8.
   18   18    -9.
   19   18     6.
   24   18     4.
   25   18     4.
   26   18     8.
    3   19     4.
   15   19    -4.
   19   19     3.
   24   19    -8.
    1   20    -3.
    3   20    -3.
    4   20    -8.
    6   20     4.
   20   20     1.
   23   20     5.
   25   20     3.
   26   20     7.
    7   21    -2.
   11   21    -1.
   13   21     4.
   17   21     2.
   19   21     1.
   21   21     7.
   27   21     8.
   12   22    -2.
   19   22    -6.
   20   22     3.
   22   22   -17.
   23   22     5.
   27   22    -7.
    9   23     8.
   16   23    -7.
   23   23     5.
   26   23    -5.
   27   23     3.
    4   24    -7.
    7   24     4.
    8   24     2.
    9   24     5.
   15   24     5.
   17   24    -7.
   24   24    19.
    7   25    -2.
    8   25    -4.
   10   25    -3.
   18   25     5.
   23   25    -4.
   24   25    -2.
   25   25     2.
    6   26     5.
    7   26    -6.
   13   26    -5.
   15   26    -7.
   18   26    -2.
   22   26    -5.
   26   26    -7.
    1   27     5.
    2   27     7.
    3   27    -5.
    5   27     1.
    7   27     5.
   10   27     1.
   13   27     1.
   23   27     7.
   25   27     5.
   26   27     5.
   27   27    -9.
    6   28    -4.
   22   28     6.
   23   28    -2.
   27   28     3.
   28   28     5.
   29   28     5.
   18   29    -8.
   29   29    -2.
