    1    1   -11.
    4    1     5.
    6    1    -7.
    7    1     4.
   11    1    -4.
    2    2     3.
    5    2     3.
   16    2    -5.
    3    3    -8.
   11    3     5.
   13    3    -3.
    4    4    -3.
    7    4    -2.
    8    4    -8.
   11    4    -1.
    4    5     8.
    5    5     4.
   10    5     6.
    1    6    -5.
    6    6    -7.
   15    6    -3.
    7    7     2.
   12    7    -7.
   13    7    -1.
   16    7    -2.
    2    8    -7.
    5    8     1.
    8    8   -16.
   10    8     6.
    9    9   -12.
    1   10    -8.
    9   10     6.
   10   10     5.
   15   10    -2.
    9   11    -6.
   11   11     8.
    1   12     4.
    3   12     8.
   12   12     7.
   14   12     4.
    2   13     4.
    4   13    -2.
   13   13   -12.
   15   13    -4.
    1   14     2.
    4   14     2.
   10   14     5.
   13   14     8.
   14   14     4.
    7   15    -4.
    8   15     8.
   15   15    -1.
   16   16    -3.
