    1    1   -11.
    4    1    -7.
    2    2     3.
    7    2    -6.
   16    2    -4.
    3    3     6.
   16    3     7.
   18    3    -1.
    2    4    -8.
    4    4   -14.
    8    4    -6.
   28    4    -8.
    1    5    -5.
    5    5     1.
   11    5    -7.
    6    6    -1.
    8    6    -7.
   20    6     1.
   21    6    -7.
   24    6    -6.
    4    7    -1.
    7    7    -1.
   13    7     2.
   21    7     7.
   23    7    -3.
   24    7     6.
    7    8    -2.
    8    8     3.
   15    8    -8.
   21    8     3.
   22    8     4.
   24    8    -6.
    9    9    -4.
   18    9    -8.
   27    9    -2.
    1   10     3.
   10   10    -4.
   13   10    -2.
   14   10    -3.
   28   10    -4.
    1   11    -2.
   10   11     4.
   11   11    -1.
    1   12    -3.
   12   12    -3.
   20   12     7.
   23   12    -1.
    5   13     1.
   12   13     6.
   13   13    -6.
   17   13     6.
   20   13     8.
   22   13    -5.
   24   13     7.
    1   14     7.
   12   14     4.
   14   14   -10.
    3   15     6.
    6   15     3.
   12   15    -1.
   15   15     6.
   16   15    -4.
    6   16     7.
   12   16    -1.
   13   16    -8.
   15   16    -2.
   16   16    -1.
   22   16     6.
   13   17    -5.
   17   17    -5.
   22   17    -8.
   24   17     8.
   25   17     4.
   12   18     4.
   16   18     6.
   18   18    10.
   27   18     1.
    1   19     7.
    2   19    -7.
    4   19    -8.
   17   19     3.
   19   19     8.
   25   19     6.
    6   20     1.
    7   20     6.
    8   20    -1.
   20   20   -11.
   21   20    -2.
   23   20    -8.
   12   21     5.
   21   21   -17.
   24   21     7.
   27   21    -3.
    7   22    -2.
   11   22    -6.
   13   22     1.
   17   22     3.
   18   22     3.
   20   22    -3.
   22   22    -5.
    9   23     4.
   14   23    -1.
   17   23     4.
   19   23    -8.
   23   23   -12.
    2   24     4.
    7   24     4.
   24   24   -24.
    8   25    -3.
   17   25     7.
   21   25    -8.
   25   25   -10.
   26   25    -6.
   27   25    -3.
    2   26    -6.
    7   26    -3.
   13   26     8.
   26   26    -6.
    6   27    -6.
   14   27    -8.
   27   27    -1.
   28   28    12.
