    1    1    -4.
   10    1    -2.
   12    1    -3.
   15    1    -4.
    2    2     4.
    4    2    -1.
   12    2     8.
   20    2     5.
    3    3    -3.
    8    3    -1.
   12    3     7.
   13    3     8.
   16    3     8.
   22    3     3.
    3    4     3.
    4    4     1.
   20    4    -5.
   22    4    -8.
   23    4    -4.
   25    4    -2.
    5    5   -10.
    8    5     2.
    6    6    -3.
    7    6    -2.
   10    6     5.
   11    6     1.
   12    6     5.
   19    6     5.
   20    6     6.
   24    6    -7.
   25    6     1.
    1    7    -2.
    7    7   -11.
   20    7    -4.
    2    8    -4.
    4    8    -3.
    8    8   -10.
    9    8    -6.
   21    8    -5.
   23    8    -6.
    9    9    -2.
   12    9     2.
   13    9     8.
   15    9     7.
    4   10     4.
    5   10     7.
    7   10     7.
    8   10     8.
   10   10    -9.
    1   11     3.
    5   11    -8.
    9   11    -6.
   11   11    -6.
   15   11     5.
   18   11    -6.
    6   12    -6.
   12   12    13.
   17   12     1.
   22   12    -6.
    5   13     7.
   11   13    -5.
   13   13    -6.
   16   13    -7.
   19   13     6.
   21   13    -2.
    7   14     3.
   14   14    -2.
   16   14    -8.
   18   14    -1.
    5   15     3.
    8   15     5.
   10   15     6.
   15   15    18.
   16   15     5.
   20   15     4.
   24   15     6.
    5   16    -6.
   12   16     8.
   16   16     2.
   21   16    -7.
   25   16     2.
    1   17     5.
    8   17    -4.
   11   17    -7.
   17   17     4.
   20   17     5.
    7   18     3.
   12   18     4.
   16   18    -1.
   18   18    -5.
    1   19     1.
    4   19     1.
    5   19    -2.
    8   19    -2.
   11   19    -5.
   13   19     4.
   19   19     1.
   23   19     6.
    6   20    -3.
    9   20    -2.
   16   20     3.
   20   20   -21.
   25   20     5.
    5   21    -7.
    9   21     4.
   21   21    -3.
   25   21    -1.
    1   22    -3.
   21   22    -6.
   22   22    14.
   24   22     4.
   13   23     6.
   15   23    -2.
   23   23    -4.
    9   24    -4.
   14   24     2.
   17   24     3.
   21   24    -1.
   24   24    -5.
   14   25     4.
   22   25     3.
   25   25   -11.
