    1    1   -10.
    6    1    -4.
   25    1    -7.
    1    2     8.
    2    2    -7.
    7    2     6.
   11    2    -1.
   14    2    -8.
    3    3    -1.
   10    3     6.
   18    3     6.
   22    3    -8.
    4    4    13.
    8    4    -3.
   16    4     4.
   20    4     7.
    5    5    -4.
   12    5    -8.
   20    5     1.
   21    5    -5.
   22    5     8.
    6    6    -8.
   10    6     5.
   22    6     2.
    7    7    11.
   10    7     4.
   16    7     5.
   17    7     2.
   20    7     6.
   21    7    -8.
    8    8    -1.
    9    8     4.
   18    8     4.
   23    8     2.
    2    9     7.
    9    9     4.
   17    9    -8.
   24    9     5.
   26    9    -5.
    6   10    -4.
    7   10     8.
   10   10    11.
   26   10    -3.
   11   11     2.
   12   11     8.
   17   11    -8.
   12   12    11.
   15   12     1.
   25   12    -5.
    7   13     3.
   13   13   -10.
   18   13     2.
   25   13     8.
   11   14    -6.
   12   14     6.
   13   14    -4.
   14   14     3.
   19   14     2.
   22   14    -5.
   23   14     6.
   10   15     8.
   11   15    -5.
   15   15    -2.
   16   16    -9.
   23   16     2.
   11   17    -3.
   12   17     4.
   15   17     1.
   17   17   -14.
    4   18     8.
    7   18     6.
   10   18    -4.
   11   18    -1.
   18   18     1.
   19   19     5.
   26   19     1.
    3   20    -1.
    4   20    -2.
   11   20     4.
   14   20    -5.
   19   20     4.
   20   20     4.
   22   20    -4.
   24   20    -2.
   26   20     2.
    8   21    -2.
   21   21    -1.
   22   21    -4.
    1   22    -2.
   21   22    -2.
   22   22   -11.
   18   23     1.
   23   23    -8.
   24   23     4.
    4   24     7.
    6   24    -8.
   12   24     7.
   19   24     3.
   23   24    -2.
   24   24    11.
    5   25     4.
   13   25     6.
   20   25     8.
   25   25   -10.
   26   25     7.
   26   26    10.
