 -11.  -1.   4.  -1.   5.   7.  -8.   8.   0.   2.   2.   7.   0.  -3.  -5.
  -6.  -3.   5.   8.   0.  -3.  -7.   0.   4.   6.  -5.   1.   4.   8.  -4.
   1.   0.  -8.   3.   0.  -8.   8.  -3.  -1.   8.  -4.   1.   1.  -8.   2.
   5.   5.  -1.  13.  -4.   4.   7.   3.  -6.   4.   2.  -5.   5.  -2.   8.
  -1.  -5.  -2.   0.  -5.   4.   5.  -6.  -5.   2.   0.   2.  -2.  -6.  -5.
  -2.   0.  -3.  -2.   3.  17.   6.  -1.  -4.  -6.  -3.  -3.   5.   8.   7.
   0.  -7.   7.  -5.   5.  -2.   2.  -5.   0.   6.   2.   6.  -8.   1.  -2.
   0.   5.  -2.   4.  -3.   4.   6.  -5.  -2.   1.  -8.   2.  -3.   3.  -8.
  -5.  -3.   1.   0.   0.  -7.   8.   2.  26.   5.  -8.  -3.  -6.   2.  -4.
   5.   7.  -3.  -1.   0.   2.  -7.  -7.  -6. -22.   2.   1.   4.   5.   4.
   3.   2.  -6.  -5.  -4.   0.   3.   0.  -6.  -2.  -7.   2.   2.   0.  -8.
  -1.   3.   4.   7.  -6.   8.  -5.  -8.   1.   6.  -4. -49.   7.   3.   8.
   3.   7.   1.  -2.  -6.   5.   4.   4.   4.   5.   8.  -8.  -3.   8.   2.
   0.  -4.  -3.  -5.   0.  -7.  -8.  -3.   5.  -1.   0.   6.  -1.  11.   0.
  -7.  -5.  -6.   5.   7.  -2.   1.   5.  -2.  -1.  -3.  -8.   1.   0.  45.
